url,id,title,description,projects,labels,assignees,milestone,status
https://github.com/blackbaud/skyux2/issues/264,264,"Lightboxing/dimming behind modals can be bypassed by scrolling/resizing","### Expected behavior
When a modal is open, the background page is dimmed so that only the controls on the modal are clickable. The dimmed area should cover the entire page, regardless of window size and scrolling

### Actual behavior
If the page has a scrollbar, you can scroll past the dimmed area and click on navigation elements, links, etc. Also, the dimmed out area scales with the resizing of the browser window. So if you reduce the height of the browser window, you can create more clickable space that isn't dimmed

### Steps to reproduce

Precondition: Have a sky page that contains enough content to need scrollbars and has an action that launches a modal.

1. Navigate to the sky page that meets the precondition and launch the modal.
2. Scroll downward on the page. You'll see that the dimmed area does not extend to the bottom of the page. ![dimming01](https://cloud.githubusercontent.com/assets/21042636/21504697/17c0bef8-cc16-11e6-8fc6-6cbf43525b77.png)
3. Resize the window. You'll see that the dimmed area resizes with the window. Creating a even larger space not covered by the dimming. If you shrink the browser window enough, you can have full access to any part of the page while the modal is still open. ![image](https://cloud.githubusercontent.com/assets/21042636/21504738/47159fd4-cc16-11e6-825d-55a4703c9c7f.png)


",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/255,255,"Update color scheme","Base palette
Alerts
Labels
Toasts
Text colors
Wizard
Collapsed tile headers",projects,"","Blackbaud-ToddRoberts",,closed,undefined
https://github.com/blackbaud/skyux2/issues/250,250,"Make SCSS variables/mixins available to consumers","We don't currently package the `scss` folder in our NPM distribution, so consumers of SKY UX 2 can't reference variables or mixins in their own stylesheets.",projects,"enhancement","",,open,undefined
https://github.com/blackbaud/skyux2/issues/249,249,"Add link to beta documentation in github readme",,projects,"documentation","blackbaud-johnly,Blackbaud-PatrickOFriel",Block 6 Sprint 8 - 12/23/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/248,248,"Update contribution guidelines to include details about component API","Mention that the API (inputs/outputs for components) is the hardest thing to change down the road. (Internal implementation can be changed with minimal hassle) We can make a recommendation in the contribution guidelines that potential contributors can provide their potential (not working) documentation/demo code first to the SKY UX team so that we can head off any API issues before implementation happens",projects,"documentation","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/247,247,"Update color scheme to follow new design guidelines",,projects,"difficult,enhancement","Blackbaud-BobbyEarl,Blackbaud-ToddRoberts",,open,undefined
https://github.com/blackbaud/skyux2/issues/246,246,"Update npm package and documentation for beta release",,projects,"documentation","Blackbaud-BobbyEarl,blackbaud-johnly,Blackbaud-PatrickOFriel,Blackbaud-PaulCrowder",Block 1 Sprint 1 - 1/6/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/242,242,"Sky Chevron is visually messed up on Firefox","Below is a screenshot of our app using the Sky Tile, which uses the Sky chevron to collapse/expand the tile. In Firefox, the chevron looks as it does below. We have no css changes that override the default styling on these. Have you guys seen this?

<img width=""1439"" alt=""screen shot 2016-11-22 at 4 14 16 pm"" src=""https://cloud.githubusercontent.com/assets/14074848/20542608/590a8cd8-b0d0-11e6-850b-0256173909f4.png"">
",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/240,240,"Use npm package name in plunkr template","Instead of ""skyux/core,"" we should use ""blackbaud-skyux2"" in our plunkr templates.  This works in plunkr as we add an systemjs alias, but by using the official NPM name, it makes using it in an IDE with `node_modules/` easier.",projects,"","Blackbaud-PatrickOFriel",,closed,undefined
https://github.com/blackbaud/skyux2/issues/227,227,"Modal Unit Testing Issue: 'No component factory found ...'","### Expected behavior
Expect tests to pass when modals are configured for multiple testbeds.

### Actual behavior
Tests fail with 'no component factory found..' errors for tests using modals after the initial tests using modals.

### Steps to reproduce
Found issues when creating unit tests for the SkyList PR #180. It only seems to create the testbed context once for the initial test associated with a modal. 

You can recreate the issue in your current codebase by duplicating the modal.component.spec.ts and having it reference a new fixture (I used a copy of modal.component.fixture.ts with a different class name).

Just let me know if you have any questions.",projects,"automation,sky-modal","",Block 6 Sprint 7 - 12/2/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/221,221,"Get component documentation live",,projects,"documentation","blackbaud-johnly",Block 6 Sprint 7 - 12/2/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/220,220,"Get try in plunker working in SKY UX 2 documentation",,projects,"documentation","Blackbaud-PaulCrowder",Block 6 Sprint 5 - 11/11/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/218,218,"Port over the summary actionbar functionality",,projects,"intermediate,port,sky-listbuilder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/204,204,"Add error modal to avatar on invalid file drop","This relies on the completion of #437 
",projects,"beginner,sky-avatar","",,open,undefined
https://github.com/blackbaud/skyux2/issues/193,193,"Navbar dropdowns are misaligned in Firefox",,projects,"bug,sky-navbar","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/191,191,"FOUT in Firefox is causing random visual regression test failures","Because Firefox displays text styled with a Google Font before the font is downloaded, visual regression tests fail when the screenshot is taken before the font has loaded.  Figure out a way to ensure the font has loaded before taking the screenshot.

https://www.paulirish.com/2009/fighting-the-font-face-fout/
",projects,"automation,bug","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/188,188,"Keyboard support for tabs",,projects,"beginner,sky-tabset","",,open,undefined
https://github.com/blackbaud/skyux2/issues/183,183,"Tabset responsive behavior doesn't occur on initial load","When a tabset with more tabs than can fit onto the screen is first loaded the tabs are not collapsed into a dropdown until the user takes an action that causes change detection to occur.
",projects,"bug,sky-tabset","Blackbaud-PatrickOFriel",Block 6 Sprint 8 - 12/23/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/181,181,"Create mechanism for running tests on browserstack from forks","SKYUX 1 used savage, we should probably do something similar for this repository
",projects,"","Blackbaud-BobbyEarl",Block 6 Sprint 5 - 11/11/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/177,177,"Investigate creating a plunker template for SKY UX 2","Figure out how to create a plunker template for SKY UX 2 so users can easily play with SKY UX 2 components for demo or issue purposes
",projects,"","Blackbaud-PatrickOFriel",Block 6 Sprint 4 - 11/4/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/176,176,"Alert component's close button is not vertically aligned",,projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/175,175,"Sky checkbox element isnt positioned, so absolute input is getting added to document body","The Sky checkbox element is not being positioned, and the child input field that's within the sky checkbox has a position of absolute. So the input field, as per how position: absolute behaves, is being positioned on the document body, not relative to the sky-checkbox element container
",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/174,174,"Port over the viewkeeper functionality",,projects,"difficult,port,sky-listbuilder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/173,173,"Port over the listbuilder view switching functionality",,projects,"intermediate,port,sky-listbuilder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/172,172,"Port over the infinite scroll component",,projects,"intermediate,port,sky-listbuilder","",,open,undefined
https://github.com/blackbaud/skyux2/issues/171,171,"Port over the grid component","Microedge might have an implementation we can base this upon
",projects,"port,sky-listbuilder","Blackbaud-PatrickOFriel",Block 1 Sprint 4 - 1/27/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/170,170,"Port over the filter components","- filter button
- filter summary
",projects,"port,sky-listbuilder","Blackbaud-PatrickOFriel",Block 2 Sprint 6 - 4/7/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/169,169,"Port over the sort component",,projects,"port,sky-listbuilder","Blackbaud-PatrickOFriel",Block 2 Sprint 2 - 3/10/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/168,168,"Port over the search component",,projects,"port,sky-listbuilder","Blackbaud-PatrickOFriel",Block 1 Sprint 2 - 1/13/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/167,167,"Port over the popover/tooltip component",,projects,"beginner,port","",,open,undefined
https://github.com/blackbaud/skyux2/issues/166,166,"Allow tabs to be associated with routes","This should work similarly to tabsref in SKY UX 1
",projects,"difficult,port","",,open,undefined
https://github.com/blackbaud/skyux2/issues/165,165,"Port over the wizard component","Microedge might have a component we can base this upon
",projects,"port","Blackbaud-PatrickOFriel,Blackbaud-PaulCrowder",Block 6 Sprint 8 - 12/23/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/164,164,"Port over the wait spinner component","Microedge might have a component we can base this upon
",projects,"port","Blackbaud-PatrickOFriel",Block 6 Sprint 8 - 12/23/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/163,163,"Port over the toast component",,projects,"intermediate,port","",,open,undefined
https://github.com/blackbaud/skyux2/issues/162,162,"Port over the text expand directive",,projects,"beginner,port","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/161,161,"Port over the scroll into view directive",,projects,"intermediate,port","",,open,undefined
https://github.com/blackbaud/skyux2/issues/160,160,"Port over the full page modal",,projects,"port","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/159,159,"Port over the reorder component",,projects,"intermediate,port","",,open,undefined
https://github.com/blackbaud/skyux2/issues/158,158,"Port over the phonefield component",,projects,"intermediate,port","",,open,undefined
https://github.com/blackbaud/skyux2/issues/157,157,"Port over the key info component",,projects,"port","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/156,156,"Port over the error component",,projects,"port","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/155,155,"Port over the selectfield component","This includes both the single and multiple variants. 

This has a dependency on porting the checklist component
",projects,"intermediate,port","",,open,undefined
https://github.com/blackbaud/skyux2/issues/152,152,"Placing a page summary and tile dashboard on the same page causes tile dashboard to not be responsive","The page summary and tile dashboard end up sharing the same instance of `SkyMediaQueryService` and so the listener in tile dashboard doesn't get registered.
",projects,"bug,sky-tile","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/149,149,"Update navbar styles in firefox","Navbar styles in firefox seem to be slightly off when there is a navbar item followed by a navbar dropdown
",projects,"sky-navbar","Blackbaud-PatrickOFriel",Block 6 Sprint 3 - 10/28/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/147,147,"Add visual tests for modal",,projects,"automation","Blackbaud-PatrickOFriel",Block 6 Sprint 3 - 10/28/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/146,146,"Examples don't load after running `npm install` and `npm start`","After cloning the repository and then running `npm install` and `npm start` and navigating to `http://localhost:3000` the list of examples does load, but after clicking on any of them, an error like this is shown in the browser console and the loading text remains on the screen indefinitely

```
client?843a:48 multi ./demo/src/tile
Module not found: Error: Cannot resolve 'file' or 'directory' ./demo/src/./demo/src/tile/app.component.ts in C:\Users\brad.woods\Documents\sky-pages\skyux2
resolve file
  C:\Users\brad.woods\Documents\sky-pages\skyux2\demo\src\demo\src\tile\app.component.ts doesn't exist
  C:\Users\brad.woods\Documents\sky-pages\skyux2\demo\src\demo\src\tile\app.component.ts.ts doesn't exist
  C:\Users\brad.woods\Documents\sky-pages\skyux2\demo\src\demo\src\tile\app.component.ts.js doesn't exist
resolve directory
  C:\Users\brad.woods\Documents\sky-pages\skyux2\demo\src\demo\src\tile\app.component.ts doesn't exist (directory default file)
  C:\Users\brad.woods\Documents\sky-pages\skyux2\demo\src\demo\src\tile\app.component.ts\package.json doesn't exist (directory description file)
[C:\Users\brad.woods\Documents\sky-pages\skyux2\demo\src\demo\src\tile\app.component.ts]
[C:\Users\brad.woods\Documents\sky-pages\skyux2\demo\src\demo\src\tile\app.component.ts.ts]
[C:\Users\brad.woods\Documents\sky-pages\skyux2\demo\src\demo\src\tile\app.component.ts.js]
 @ multi ./demo/src/tile
```
",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/144,144,"File drop url","Right now we are using file reader dataURLs to get a url for the preview of an upload item. Instead we might want to look into using the window..URL.createObjectURL function to create an object URL instead of the lengthy data urls
",projects,"beginner,sky-file-drop","",,open,undefined
https://github.com/blackbaud/skyux2/issues/143,143,"File drop folders","The SKY UX 1 file drop control allowed users to drag and drop folders to upload. We need to determine if this is necessary and if so, we need to build in the recursive folder crawling functionality necessary to do that. For reference, the old library we used accomplished this using [this](https://github.com/danialfarid/ng-file-upload/blob/master/src/drop.js#L228) piece of code.
",projects,"intermediate,sky-file-drop","",,open,undefined
https://github.com/blackbaud/skyux2/issues/142,142,"Modal: need to disable scrolling ","There's a bug when the content behind the modal is scrollable which allows users to scroll beyond the modal mask
",projects,"bug","Blackbaud-PatrickOFriel",Block 6 Sprint 8 - 12/23/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/141,141,"Port over the datepicker component",,projects,"difficult,port","Blackbaud-PatrickOFriel",Block 3 Sprint 2 - 5/5/2017,open,undefined
https://github.com/blackbaud/skyux2/issues/140,140,"Port over the pagination component",,projects,"port,sky-listbuilder","Blackbaud-PatrickOFriel",Block 1 Sprint 1 - 1/6/2017,closed,undefined
https://github.com/blackbaud/skyux2/issues/139,139,"Sky Checkbox does not have the proper styles when it is both checked and disabled","When using the Sky checkbox component, if you check and disable the checkbox, it looks no different than when it is checked and active; You still see just the check mark with a blue background color, as if the checkbox was still active. Proper behavior should be that you see the check mark with a gray background color, the same one when it's disabled and unchecked.
",projects,"bug,sky-checkbox","Blackbaud-PatrickOFriel",Block 6 Sprint 2 - 10/21/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/136,136,"Css styles for Sky Checkbox are not getting used in the compiled distributed package","None of the stylings on the Sky Checkbox work when using the sky checkbox from the node package. They do work when pulling down this repo and running the demo. 
",projects,"bug,sky-checkbox","Blackbaud-PatrickOFriel",Block 6 Sprint 2 - 10/21/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/134,134,"Add documentation for alert using sky-pages",,projects,"documentation","Blackbaud-PaulCrowder",Block 6 Sprint 3 - 10/28/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/132,132,"missing file","with npm module version 2.0.0-alpha.7:

There is a ref to a missing file.

> ERROR in ./~/blackbaud-skyux2/dist/modules/page-summary/page-summary-alert/page-summary-alert.component.js
> Module not found: Error: Can't resolve './page-summary-alert.component.scss' in '/Users/joshgerdes/Development/microedge-moonshot-ui/node_modules/blackbaud-skyux2/dist/modules/page-summary/page-summary-alert'
>  @ ./~/blackbaud-skyux2/dist/modules/page-summary/page-summary-alert/page-summary-alert.component.js 10:21-67
>  @ ./~/blackbaud-skyux2/dist/modules/page-summary/page-summary-alert/index.js
>  @ ./~/blackbaud-skyux2/dist/modules/page-summary/index.js
>  @ ./~/blackbaud-skyux2/dist/core.js
>  @ ./src/app/app.module.ts
>  @ ./src/app/index.ts
>  @ ./src/main.ts
>  @ multi main
",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/129,129,"Checkbox not displaying checked state properly","When hooking up ngModel to the checkbox with a default value = true the checkbox component has a checked property value = true but does not display as checked.

For an example please look at checkbox 2 on the demo.

Additionally, one should be able to initialize the component in a checked and disabled state.  So please consider that use case when updating. Thanks!
",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/127,127,"Assess searchability of single page applications ","If we are attempting to use SKY Pages for SKY UX 2 documentation, we need to ensure that it is able to be properly searched/crawled by google. If this is not the case, we need to come up with alternatives.
",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/126,126,"Port over page summary component",,projects,"","Blackbaud-PaulCrowder",Block 5 Sprint 8 - 10/7/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/124,124,"Port over the navbar",,projects,"","Blackbaud-PaulCrowder",Block 5 Sprint 8 - 10/7/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/122,122,"Add disabled attribute to chevron","This component is usually associated with an actionable element (button, link, etc.) and it would be helpful to be able to disable this component's click functionality via an attribute.
",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/114,114,"Update visual regression suite to use new webdriverio and wdio-visual-regression-service",,projects,"automation","Blackbaud-PatrickOFriel",Block 6 Sprint 2 - 10/21/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/113,113,"Port over the carousel",,projects,"intermediate,port","",,open,undefined
https://github.com/blackbaud/skyux2/issues/112,112,"Port over the checklist component",,projects,"port","Blackbaud-PatrickOFriel",Block 1 Sprint 7 - 2/17/17,closed,undefined
https://github.com/blackbaud/skyux2/issues/111,111,"Port over the radio checkbox component",,projects,"","Blackbaud-PatrickOFriel",Block 6 Sprint 2 - 10/21/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/110,110,"Port over the avatar component",,projects,"","Blackbaud-PatrickOFriel",Block 6 Sprint 3 - 10/28/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/109,109,"Port over the file attachments component ",,projects,"sky-file-drop","Blackbaud-PatrickOFriel",Block 6 Sprint 2 - 10/21/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/95,95,"Generate declaration file with dist.",,projects,"","Blackbaud-BobbyEarl",,closed,undefined
https://github.com/blackbaud/skyux2/issues/94,94,"Tiles don't reorder properly when browser resized","Browser original width:
![image](https://cloud.githubusercontent.com/assets/11943543/17625991/dd47ffcc-6070-11e6-9c67-c3e35726e802.png)

Browser made smaller:  note one tile has disappeared
![image](https://cloud.githubusercontent.com/assets/11943543/17626016/07c34482-6071-11e6-86db-203952c84d4a.png)

Browser back to original size: both tiles end up in right column
![image](https://cloud.githubusercontent.com/assets/11943543/17626030/1eefc09a-6071-11e6-8851-e5e49352eda4.png)

We have provided both single and multicolumn layouts in the config:

```
layout: {
  singleColumn: {
    tiles: [
      { id: 'moon-grant-summary-tile', isCollapsed: false },
      { id: 'moon-grant-summary-tile', isCollapsed: false }
    ]
  },
  multiColumn: [
    {
      tiles: [
        { id: 'moon-grant-summary-tile', isCollapsed: false }
      ]
    },
    {
      tiles: [
        { id: 'moon-grant-summary-tile', isCollapsed: false }
      ]
    }
  ]
}
```
",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/93,93,"Tile width expands when long unbroken string is present","![image](https://cloud.githubusercontent.com/assets/11943543/17625760/cf2afabc-606f-11e6-9a39-118b633ac2a4.png)

The old tiles kept their width at 50% in this case.  I started looking at this.  It looks like add `width: 50%;` to the class `sky-tile-dashboard-layout-multi` makes this behave better.  I also noticed that the old tiles used the bootstrap grid to get that, but it seems like you're trying to avoid getting overly dependent on bootstrap for this version.

Thanks for the help.
",projects,"","",,closed,undefined
https://github.com/blackbaud/skyux2/issues/87,87,"Enable Check Accessibility in Visual Regression Tests",,projects,"","Blackbaud-PatrickOFriel",Block 5 Sprint 8 - 10/7/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/83,83,"Update checkbox to work with new forms in Angular 2 RC4",,projects,"sky-checkbox","Blackbaud-PatrickOFriel",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/66,66,"Build tabset component",,projects,"sky-tabset","Blackbaud-PaulCrowder",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/62,62,"Update Angular to RC2",,projects,"","Blackbaud-PaulCrowder",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/56,56,"Visual regression tests for key info",,projects,"automation,sky-key-info","",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/53,53,"Removing the remap-istanbul step causes source maps to not work as expected when debugging","If you remove the problematic call to remap-istanbul cited in #52 so that the watch test works, the resulting code in the browser is the transpiled JavaScript, not the original TypeScript as it was before #49 was merged.  You can see this by running `npm run watch:test`, then opening http://localhost:9876/debug.html in a web browser and using the browser's developer tools to view the source files.
",projects,"automation,unit testing","Blackbaud-BobbyEarl",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/52,52,"Adding call to remap-istanbul breaks the watch:test task","If you run `npm run watch:test`, the tests run once and then the process is terminated.  The process should continue to run so that subsequent file changes can trigger test runs as well as so debugging the tests is possible by launching http://localhost:9876/debug.html in a web browser.
",projects,"automation,unit testing","Blackbaud-BobbyEarl",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/48,48,"npm install","Unable to properly add a reference to this repository via npm install currently. Seems to only grab CHANGELOG/LICENSE/README and package.json, then blows up.

Using a git submodule in the interim to access your scss/components from our prototype app.
",projects,"","Blackbaud-PaulCrowder",,closed,undefined
https://github.com/blackbaud/skyux2/issues/47,47,"Implement single/multi-column tile dashboard layout",,projects,"sky-tile","Blackbaud-PaulCrowder",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/42,42,"Move tile source files into folders","The tile folder has too many files.  Break these up into subfolders.
",projects,"sky-tile","Blackbaud-PaulCrowder",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/41,41,"Unit tests for slide animation service",,projects,"automation,unit testing","Blackbaud-PaulCrowder",,open,undefined
https://github.com/blackbaud/skyux2/issues/40,40,"Implement visual regression test strategy","We need to figure out the right strategy for implementing visual regression tests.  While what we have in SKY UX 1 works, the tests are relatively slow.  Can we speed these up by perhaps putting every element on one page and showing/hiding them during the test rather than navigating to a new page for every test?
",projects,"automation","Blackbaud-BobbyEarl",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/39,39,"Visual regression test for tile",,projects,"automation,sky-tile","Blackbaud-PatrickOFriel",Block 6 Sprint 3 - 10/28/2016,closed,undefined
https://github.com/blackbaud/skyux2/issues/38,38,"Visual regression tests for repeater",,projects,"automation,sky-repeater","",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/37,37,"Visual regression tests for checkbox",,projects,"automation","",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/36,36,"Visual regression tests for card",,projects,"automation,sky-card","",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/35,35,"Visual regression tests for alert",,projects,"automation,sky-alert","",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/34,34,"Figure out how to map code coverage back to TS files","When viewing the HTML report generated by Istanbul during unit test runs, the code coverage displayed is for the transpiled JS code rather than the original TS code.  In CodeCov the TS code is displayed but the highlighted lines match up with the transpiled JS code.  We need to figure out a way to use something like [remap-instanbul](https://github.com/SitePen/remap-istanbul) to map coverage back to the original TS file.

There's a [thread on the angular2-webpack-starter repo](https://github.com/AngularClass/angular2-webpack-starter/issues/178) on which the SKY UX 2 project is based that describes difficulties integrating remap-istanbul with their project.
",projects,"automation,unit testing","Blackbaud-BobbyEarl",Alpha release,closed,undefined
https://github.com/blackbaud/skyux2/issues/32,32,"Add aria-checked attribute to sky-checkbox","This is an accessibility rule required when an element has the `check` role
",projects,"accessibility,sky-checkbox","Blackbaud-PatrickOFriel",Alpha release,closed,undefined
